"name";"count";"model";"sku";"price";"discriptions";"brend";"foto";"cat1";"cat2";"cat3"
"Кастрюля 5,2 л Wellberg WB 2214";998;"WB 2214";"WB 2214- yavshoke";631;"<ul>
<li>Материал: литой алюминий</li> <li>Объем : 5,2 л</li> <li>Размер : Ø24х11,5 см</li> <li>Антипригарное мраморное покрытие</li> <li>Стеклянная крышка с черной бакелитовой ручкой и отверстием для выхода пара</li> <li>Ручки со съемными тканевыми накладками</li> <li>Цвет черный</li> <li>Подходит для всех видов плит</li> </ul>";"Wellberg";"data/yavshoke/110153234_w640_h640_cid435614_pid29936024-6258d5ab.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 3л Bergner BG 6554";998;"BG 6554";"BG 6554- yavshoke";589;"<ul>
<li>Материал: нержавеющая сталь 18/10 </li> <li>Размер: Ø20х9,5 см </li> <li>Объем: 2,9 л </li> <li>Индукционное дно </li> <li>Пятислойные капсульное дно </li> <li>Удобный носик для слива </li> <li>Стеклянная крышка со специальным ободком из нержавеющей стали с перфорацией, который позволяет удобно сливать жидкость </li> <li>Мерная шкала </li> <li>Глянцевая поверхность </li> <li>Подходит для всех типов плит</li> </ul>";"Bergner";"data/yavshoke/110150976_w640_h640_cid435614_pid30378353-503dd062.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 2.3л Bergner BG 6553";998;"BG 6553";"BG 6553- yavshoke";526;"<ul>
<li>Объем 2,3 л</li> <li>Диаметр 180 мм</li> <li>Материал нержавеющая сталь</li> <li>Наличие крышки</li> <li>Материал крышки стекло</li> <li>Выпуск пара на крышке</li> <li>Для индукционных плит</li> <li>Высота: 95 мм</li> </ul>";"Bergner";"data/yavshoke/110150943_w640_h640_cid435614_pid30378246-39f073c0.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer Stella 1.8 л. 89066";998;"V89066";"V89066- yavshoke";998;"<p>Высококачественная нержавеющая сталь FERRINOX® 18/10<br> Технология крепления дна «Impact Bonding» – гарантия долговечности<br> Ненагревающиеся литые ручки с силиконовыми вставками<br> Заклепочное соединение обеспечивает длительный срок эксплуатации ручек<br> Крышка из термостойкого стекла с отверстием для выпуска пара<br> Строгий и элегантный дизайн</p>";"Vinzer";"data/yavshoke/129249746_w640_h640_cid435614_pid62748476-78b50a6a.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer Granite Induction 2.8 л. 89439";998;"V89439";"V89439- yavshoke";1152;"<p>Объем: 2,8 л<br> Антипригарное покрытие: 3-слойное Granite с содержанием гранитной крошки<br> Дно: стальной индукционный антидеформационный диск<br> Материал корпуса: алюминий<br>Ручки: пластик<br> Крышка: термостойкое стекло</p>";"Vinzer";"data/yavshoke/129249758_w640_h640_cid435614_pid62748488-abce91bc.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer 1.6 л. 89052";998;"V89052";"V89052- yavshoke";506;"<p>Высококачественная нержавеющая сталь FERRINOX® 18/10<br> Технология крепления дна «Impact Bonding» – гарантия долговечности<br> Удобная ненагревающаяся бакелитовая ручка для безопасного использования<br> Крепление ручек точечной пайкой – исключительная прочность и длительный срок эксплуатации<br> Строгий и элегантный дизайн</p>";"Vinzer";"data/yavshoke/129250101_w640_h640_cid435614_pid62748553-b7a8af0c.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer 2.4 л. + таймер 89056";998;"V89056";"V89056- yavshoke";476;"<p>Высококачественная нержавеющая сталь FERRINOX® 18/10<br> Технология крепления дна «Impact Bonding» – гарантия долговечности<br> Удобные ненагревающиеся ручки со вставками из бакелита для безопасного использования<br> Крепление ручек точечной пайкой – исключительная прочность и длительный срок эксплуатации<br> Строгий и элегантный дизайн</p>";"Vinzer";"data/yavshoke/129250105_w640_h640_cid435614_pid62748557-abe408cf.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer EcoCeramic Induction 2.4 л. 89468";998;"V89468";"V89468- yavshoke";535;"<p>Кастрюля с крышкой 2,4 л. Ø 20 см<br> Безопасное для здоровья и окружающей среды внутреннее керамическое антипригарное покрытие CERALON®<br> Внешнее силиконовое покрытие, легкое в уходе<br> Крышка из термостойкого стекла с отверстием для выпуска пара<br> Удобные ненагревающиеся ручки<br> Современный функциональный дизайн для вашей кухни<br> Подходит для всех видов плит<br> Можно мыть в посудомоечной машине</p>";"Vinzer";"data/yavshoke/129250107_w640_h640_cid435614_pid62748559-3202a830.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer EcoCeramic Induction 4.8 л. 89469";998;"V89469";"V89469- yavshoke";581;"<p>Обьем кастрюли: 4.8 л<br> Безопасное для здоровья и окружающей среды внутреннее керамическое антипригарное покрытие CERALON®, произведенное без использования ПФОК и не содержащее ПТФЭ<br> Внешнее силиконовое покрытие, легкое в уходе<br> Крышка из термостойкого стекла с отверстием для выпуска пара<br> Удобные ненагревающиеся ручки<br> Современный функциональный дизайн для вашей кухни<br> Подходит для всех видов плит<br> Можно мыть в посудомоечной машине</p>";"Vinzer";"data/yavshoke/129250108_w640_h640_cid435614_pid62748560-e0330baa.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Vinzer Eco Style Induction 2.6 л. 89478";998;"V89478";"V89478- yavshoke";675;"<p>Безопасное для здоровья и окружающей среды внутреннее керамическое антипригарное покрытие CERALON®, произведенное без использования ПФОК и не содержащее ПТФЭ<br> Внешнее силиконовое покрытие, легкое в уходе<br> Крышка из термостойкого стекла с отверстием для выпуска пара<br> Удобные ненагревающиеся силиконовые ручки<br> Прочное заклепочное соединение<br> Объем: 2,6 л<br> Размер: 20 см</p>";"Vinzer";"data/yavshoke/129250109_w640_h640_cid435614_pid62748561-a76e1e01.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля з кришкою 1,5 л Биол К0150";998;"К0150";"К0150- yavshoke";70;"<p>Тип традиционная<br> Форма круглая<br> Объём 1.5 л<br> Диаметр 18 см<br> Материал кастрюли алюминий<br> Материал крышки алюминий<br> Материал ручек алюминий<br> Подходит для газовых плит, для электроплит, для галогеновых/стеклокерамических плит, для духовок</p>";"Биол";"data/yavshoke/152449411_w640_h640_k0100.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля з кришкою1 л Биол К0100";998;"К0100";"К0100- yavshoke";61;"<p>Тип традиционная<br> Форма круглая<br> Объём 1 л<br> Диаметр 17 см<br> Материал кастрюли алюминий<br> Материал крышки алюминий<br> Материал ручек алюминий<br> Подходит для газовых плит, для электроплит, для галогеновых/стеклокерамических плит, для духовок</p>";"Биол";"data/yavshoke/152449318_w640_h640_k0100.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля з литою кришкою-сковородою 3л Биол К302П";998;"К302П";"К302П- yavshoke";539;"<p>Тип традиционная<br> Форма круглая<br> Объём 3 л<br> Диаметр 22 см<br> Высота стенок 14.6 см<br> Особенности антипригарное покрытие<br> Материал кастрюли алюминий<br> Материал крышки алюминий (крышка-сковорода))<br> Материал ручек алюминий<br> Подходит для газовых плит, для электроплит, для галогеновых/стеклокерамических плит, для духовок<br> Можно мыть в посудомоечной машине</p>";"Биол";"data/yavshoke/152452035_w640_h640_k202p.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля з литою кришкою-сковородою 5л Биол К502П";998;"К502П";"К502П- yavshoke";617;"<p>Тип традиционная<br> Форма круглая<br> Объём 5 л<br> Диаметр 26 см<br> Высота стенок 16.1 см<br> Особенности антипригарное покрытие<br> Материал кастрюли алюминий<br> Материал крышки алюминий (крышка-сковорода)<br> Материал ручек алюминий<br> Подходит для газовых плит, для электроплит, для галогеновых/стеклокерамических плит, для духовок<br> Можно мыть в посудомоечной машине</p>";"Биол";"data/yavshoke/152452196_w640_h640_k202p.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля з потовщеним дном та кришкою 3л Биол К301";998;"К301";"К301- yavshoke";162;"<p>Тип традиционная<br> Форма круглая<br> Объём 3 л<br> Диаметр 22 см<br> Высота стенок 15.1 см<br> Материал кастрюли алюминий<br> Материал крышки алюминий<br> Материал ручек алюминий<br> Подходит для газовых плит, для электроплит, для галогеновых/стеклокерамических плит, для духовок (без крышки)<br> Можно мыть в посудомоечной машине</p>";"Биол";"data/yavshoke/152453962_w640_h640_k201.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля с крышкой широкий обод нерж (3л,18см) 5718S Kamille";998;"a5718S";"a5718S- yavshoke";356;"
<strong>Кастрюля ТМ Kamille</strong> - имеет привлекательный вид и практична, непременно станет важнейшим дополнением к Вашей современной кухне<br><br>Материал: высокопрочная нержавеющая сталь 18/10<br>Крышка: стекло<br>Диаметр, см: 18<br>Объем, л: 2.5<br><br>Особенности:<br><ul>
<li>изготовлена из высокопрочной нержавеющей стали, не подвергающейся коррозии и потускнению</li> <li>идеальна для интенсивного использования, устойчива к износу</li> <li>имеет пятислойное капсульное дно</li> <li>отличается высокой теплопроводимостью и распределением температуры, что обеспечивает быстрое нагревание и длительное удержание тепла</li> <li>пригодна для любых видов плит</li> <li>пригодна для мытья в посудомоечной машине
</li> <li>практичный ободок предотвращает проливание</li> <li>удобна при использовании и чистке</li> </ul>Уход за посудой:<br><ul>
<li>перед началом использования необходимо удалить с изделия все ярлыки и элементы упаковки, тщательно вымыть изделие и просушить</li> <li>после каждого использования дождаться охлаждения изделия, затем тщательно вымыть и просушить</li> <li>не рекомендуется использовать абразивные моющие средства и металлические щетки</li> </ul>Использование и правила безопасности:<br><ul>
<li>не подвергать изделия резким изменениям температуры</li> <li>не оставлять пустую посуду на огне</li> <li>избегать попадания пламени на ручки и боковые стенки посуды</li> <li>не использовать острые металлические аксессуары</li> </ul>
<br><br><strong>Характеристики:</strong><br><ul>
<li>Производитель : Kamille</li>
<li>Тип: Кастрюля</li>
<li>Материал: Нержавеющая сталь</li>
<li>Тип дна: Многослойное</li>
<li>Крышка: жаропрочное стекло</li>
<li>Ручка: Нержавеющая сталь</li>
<li>Мерная шкала : Да</li>
<li>Тип плиты: Электрическая, Стеклокерамическая, Индукционная, Газовая</li>
<li>Крышка с отверстием для выхода пара: Да</li>
<li>Подходит для мытья в посудомоечной машине: Да</li>
<li>Подарочная упаковка: Да</li>
</ul>
";"Kamille";"data/yavshoke/162542772_w640_h640_cid435614_pid81516905-15428493.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 1,9л Wellberg WB 1418";998;"WB 1418";"WB 1418- yavshoke";252;"<ul>
<li>Объем : 1,9л ,</li> <li>Размер : 16*9,5см,</li> <li>Материал : нержавеющая сталь,</li> <li>Индукция,</li> <li>Клепанные ручки,</li> <li>Стеклянная крышка</li> </ul>";"Wellberg";"data/yavshoke/255617579_w640_h640_wb_1418.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля с крышкой Wellberg 1,9 л. WB 1642";998;"WB 1642";"WB 1642- yavshoke";273;"<ul>
<li>Объем :1,9 л</li> <li>Размер : 18X9.5см</li> <li>Материал : нержавеющая сталь</li> <li>Стеклянная крышка</li> <li>Индукция</li> <li>Нержавеющая сталь устойчива к воздействию кислот и щелочей, не изменяет вкус и цвет пищи. В кастрюлях из нержавеющей стали можно готовить и хранить любые продукты. Пищу в такой посуде можно перемешивать обычной ложкой, а не специальной пластиковой или деревянной лопаткой.</li> <li>Благодаря пятислойному капсульному дну (0.3мм алюминий + 2.0мм сталь + 0.3мм алюминий + капсула из нержавеющей стали), посуда ТМ Wellberg имеет высокие  термоаккумулирующие и энергосберегающие свойства. Посуда нагревается быстрее и равномернее, пища не пригорает, благодаря отсутствию «точек перегрева». Также капсульное дно защищает посуду от деформации под воздействием высоких температур.</li> </ul>";"Wellberg";"data/yavshoke/278819037_w640_h640_wb_1642.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля с крышкой Wellberg 2,7 л. WB 1643";998;"WB 1643";"WB 1643- yavshoke";316;"<ul>
<li>Объем :2,7 л</li> <li>Размер : 20X10.5см</li> <li>Материал : нержавеющая сталь</li> <li>Стеклянная крышка</li> <li>Индукция</li> <li>Нержавеющая сталь устойчива к воздействию кислот и щелочей, не изменяет вкус и цвет пищи. В кастрюлях из нержавеющей стали можно готовить и хранить любые продукты. Пищу в такой посуде можно перемешивать обычной ложкой, а не специальной пластиковой или деревянной лопаткой.</li> <li>Благодаря пятислойному капсульному дну (0.3мм алюминий + 2.0мм сталь + 0.3мм алюминий + капсула из нержавеющей стали), посуда ТМ Wellberg имеет высокие  термоаккумулирующие и энергосберегающие свойства. Посуда нагревается быстрее и равномернее, пища не пригорает, благодаря отсутствию «точек перегрева». Также капсульное дно защищает посуду от деформации под воздействием высоких температур.</li> </ul>";"Wellberg";"data/yavshoke/278819037_w640_h640_wb_1642.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Teflon Sacher 00016SHTF";998;"00016SHTF";"00016SHTF- yavshoke";359;"<ul>
<li>Диаметр: 20 см.</li> <li>Высота: 10 см</li> <li>Толщина: 4,5 мм</li> <li>Наружное покрытие: двухслойный силикон</li> <li>Крышка в комплекте</li> <li>Внутреннее покрытие: антипригарное (3-х слойный Teflon)</li> <li>Материал кастрюли: высококачественный литый алюминий зеленого цвета</li> <li>Стеклянная крышка имеет отверстие для выхода пара</li> <li>Внешнее покрытие из силиконового полиэстера</li> <li>Термостойкое стекло</li> <li>
Ручки: литый алюминий</li> <li>Крышка стеклянная с бакелитовой ручкой</li> <li>Цвет: зеленый</li> <li>Кастрюли фирмы Sacher  – понравится каждой хозяйке. Благодаря литому алюминию в составе, быстро нагревается и распределяет тепло, сохраняя его долгое время. Уникальное антипригарное покрытие Teflon гарантирует приготовление вкусных блюд, которые не пригорают. Сверху Кастрюля Sacher  с  крышкой покрыта силиконовым покрытием, которое придает изысканный внешний вид  и не боится высоких температур.</li> </ul>";"Sacher";"data/yavshoke/286588095_w640_h640_shtf00016_shtf00017_sh.png";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля Teflon Sacher 00021SHTF";998;"00021SHTF";"00021SHTF- yavshoke";413;"<ul>
<li>Материал кастрюли: литой алюминий</li> <li>Диаметр: 24 см.</li> <li>Наружное покрытие: двухслойный силикон</li> <li>Внутреннее покрытие: антипригарное (3-х слойный Teflon Select)</li> <li>Материал крышки: стекло и нержавеющая сталь</li> <li>Внешнее покрытие из силиконового полиэстера</li> <li>Крышка в комплекте</li> <li>Термостойкое стекло</li> <li>
Ручки: литой алюминий</li> <li>Цвет: красный</li> <li>Кастрюли фирмы Sacher  – понравится каждой хозяйке. Благодаря литому алюминию в составе, быстро нагревается и распределяет тепло, сохраняя его долгое время. Уникальное антипригарное покрытие Teflon гарантирует приготовление вкусных блюд, которые не пригорают. Сверху Кастрюля Sacher  с  крышкой покрыта силиконовым покрытием, которое придает изысканный внешний вид  и не боится высоких температур.</li> </ul>";"Sacher";"data/yavshoke/286616262_w640_h640_shtf00020_shtf00021_sh.png";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 2,4л эмалированная с крышкой SNT 84171";998;84171;"84171- yavshoke";175;"Посуда из стеклокерамики всегда ценилась за прочность, легкость и приятный внешний вид. Современные рестораны остались верны традициям сервировки стола стеклокерамической посудой. Наряду с дорогим фарфором и стеклом, стеклокерамика также востребована. К тому же цены на изделия демократичные, а если покупать стеклокерамику оптом, то выгода от приобретения очевидна.<br><br>В ящике: 8<br>В упаковке: 1<br>Дизайнов: 1<br>Вес: 1.188<br>Объем: 0.00545<br>Штрихкод: 4828118841713<br><br>
";"SNT";"data/yavshoke/376270986_w640_h640_cid435614_pid259348002-82c2f6ea.png";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 1,5л Матрешка Empire М-3";998;"М-3";"М-3- yavshoke";212;"<p>Изготовлена с высокопрочной нержавеющей стали марки (18/10), материал крышки также нержавеющая сталь. Кастрюли Empire не меняет вкус пищи и не выделяет неприятных запахов при эксплуатации. Данные кастрюли устойчивы к износу и поэтому подходит для интенсивного ежедневного пользования. Кастрюли Empire имеют капсульное дно, благодаря этому отличаются очень высокой теплопроводностью и потрясающим распределением температуры, что обеспечивает быстрый нагрев. Продукция Тм «Empire» награждена сертификатами качества. Можно мыть в посудомоечной машине.</p>";"Empire";"data/yavshoke/461690687_w640_h640_d192d163db6042__ed79375086.png";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 4 л с крышкой чугунная, емаль 24595 Krauff";998;"29-249-001";"29-249-001- yavshoke";522;;"Krauff";"data/yavshoke/439422477_w640_h640_cid435614_pid291742877-e5af28f8.png";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля 7 л с крышкой чугунная, емаль 24596 Krauff";998;"29-249-002";"29-249-002- yavshoke";782;"<p>Материал: чугун с эмалированным 3-х слойным покрытием<br> Диаметр: 29.5 см<br> Высота 14 см<br> Толщина стенки см<br> Объем: 7 л<br> Современный эргономичный дизайн<br> Цвет: оранжевый<br> Можно мыть в посудомоечной машине<br> Для всех типов плит, кроме индукции</p>";"Krauff";"data/yavshoke/439422591_w640_h640_cid435614_pid291742878-130aceaa.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=16см 1,9л 55856-16 Lessner";998;"55856-16";"55856-16- yavshoke";238;"<p>Диаметр: 16 см<br> Объем: 1,9 л<br> Полировка: Снаружи: 100 % зеркало. Внутри: 100% зеркало<br> Материал корпуса: коррозионностойкая сталь<br>Ручка: коррозионностойкая сталь, клепочное крепление<br> Крышка: жаропрочное стекло с отверстием для выхода пара<br> Толщина стенок: 0,5 мм<br> Дно: капсульное<br> Уход: мыть вручную, посудомоечная машина<br> Совместимость: индукционные, электрические, стеклокерамические, газовые плиты; посудомоечная машина<br> Кастрюля Lessner 55856-16 изготовлен из коррозионностойкой стали, данный сплав имеет прочную текстуру и отличительной чертой считается стойкость к различным кислотам в домашних условиях. Наружная и внутренняя зеркальная полировка без затруднений очищается от продуктов после готовки. Надёжное клёпочное крепление ручек, даёт возможность им не нагреваться вместе с корпусом кастрюли. Капсульное дно распределяет равномерно температуру по поверхности, при этом быстро нагревается и сокращает время на приготовление пищи. При правильном пользовании, кастрюли Lessner 55856-16 на долгие годы сохраняют свой внешний вид.</p>";"Lessner";"data/yavshoke/454792367_w640_h640_cid435614_pid313248822-f9e67dec.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=16см 2,2л 55855-16 Lessner";998;"55855-16";"55855-16- yavshoke";284;"<p>Кастрюля с крышкой<br> диаметр: 16 см <br> Объем: 2,2 л <br> Толщина стенок: 0,5мм<br> Материал: Коррозионностойкая сталь<br> Дно: Капсульное<br>Ручки: Коррозионностойкая сталь, клепочное крепление<br> Крышка: Жаропрочное стекло с отверстием для выхода пара<br> Подходит для всех видов плит, включая индукционные</p>";"Lessner";"data/yavshoke/454792368_w640_h640_cid435614_pid313248823-f0ecab19.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=18см 2,6л 55856-18 Lessner";998;"55856-18";"55856-18- yavshoke";265;"<p>Диаметр: 18 см<br> Объем: 2,6 л<br> Полировка: Снаружи: 100 % зеркало. Внутри: 100% зеркало<br> Материал корпуса: коррозионностойкая сталь<br>Ручка: коррозионностойкая сталь, клепочное крепление<br> Крышка: жаропрочное стекло с отверстием для выхода пара<br> Толщина стенок: 0,5 мм<br> Дно: капсульное<br> Уход: мыть вручную, посудомоечная машина<br> Совместимость: индукционные, электрические, стеклокерамические, газовые плиты; посудомоечная машина<br> Кастрюля Lessner 55856-18 изготовлен из коррозионностойкой стали, данный сплав имеет прочную текстуру и отличительной чертой считается стойкость к различным кислотам в домашних условиях. Наружная и внутренняя зеркальная полировка без затруднений очищается от продуктов после готовки. Надёжное клёпочное крепление ручек, даёт возможность им не нагреваться вместе с корпусом кастрюли. Капсульное дно распределяет равномерно температуру по поверхности, при этом быстро нагревается и сокращает время на приготовление пищи. При правильном пользовании, кастрюли Lessner 55856-18 на долгие годы сохраняют свой внешний вид.</p>";"Lessner";"data/yavshoke/454792366_w640_h640_cid435614_pid313248826-053fd566.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=18см 3,0л 55855-18 Lessner";998;"55855-18";"55855-18- yavshoke";327;"<p>Диаметр: 18 см<br> Объем: 3 л<br> Полировка: Снаружи: 25% зеркало, 75% сатин. Внутри: 100% зеркало<br> Материал корпуса: коррозионностойкая сталь<br> Толщина стенок: 0,5 мм<br> Дно: капсульное<br>Ручка: коррозионностойкая сталь, клепочное крепление<br> Крышка: жаропрочное стекло с отверстием для выхода пара<br> Совместимость: индукционные, электрические, стеклокерамические, газовые плиты; посудомоечная машина<br> Упаковка: цветной ламинированный картон<br> Производитель: Англия<br> Кастрюля Lessner 55855-18 выполнена из высококачественной коррозионностойкая стали. От данного сплава стали требуется стойкость к коррозии в бытовых условиях. Снаружи оформлена на 30% зеркало, 70% сатин. Сатин подразумевает собой матированную поверхность, которая смягчает блеск металла. Данная полировка удобна тем, что возникающие царапины в ходе эксплуатации менее заметны, приятная на ощупь и красивая при дневном свете. Стальные ручки имеют клёпочное соединение, которое считается самым прочным, а так же позволяет не нагреваться наравне с корпусом кастрюли. Кастрюля Lessner 55855-18 не требует дополнительного ухода, легка в очистке – после приготовления пищи, достаточно смыть тёплой водой с добавлением моющего средства либо поместить в посудомоечную машину.</p>";"Lessner";"data/yavshoke/454792365_w640_h640_cid435614_pid313248827-60324dd5.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=18см 3,0л VC-3168-18 Vincent";998;"VC-3168-18";"VC-3168-18- yavshoke";248;"<p>Диаметр: 18 см<br> Объем: 3 л<br> Полировка: Снаружи:25 % зеркало,75% сатин. Внутри: 100% зеркало<br> Материал корпуса: коррозионностойкая сталь<br>Ручка: коррозионностойкая сталь, клепочное крепление<br> Крышка: жаропрочное стекло с отверстием для выхода пара<br> Толщина стенок: 0,5 мм<br> Дно: капсульное<br> Уход: мыть вручную, посудомоечная машина<br> Совместимость: индукционные, электрические, стеклокерамические, газовые плиты; посудомоечная машина<br> Кастрюля Vincent VC-3168-18 изготовлен из коррозионностойкой стали, данный сплав имеет прочную текстуру и отличительной чертой считается стойкость к различным кислотам в домашних условиях. Наружная и внутренняя полировка без затруднений очищается от продуктов после готовки. Надёжное клёпочное крепление ручек, даёт возможность им не нагреваться вместе с корпусом кастрюли. Капсульное дно распределяет равномерно температуру по поверхности, при этом быстро нагревается и сокращает время на приготовление пищи. При правильном пользовании, кастрюли VC-3168-18 на долгие годы сохраняют свой внешний вид.</p>";"Vincent";"data/yavshoke/454792416_w640_h640_cid435614_pid313248828-a990ce54.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=20см 3,6л 55853-20 Lessner";998;"55853-20";"55853-20- yavshoke";360;"<p>Диаметр: 20 см<br> Объем: 3,6 л<br> Материал корпуса: коррозионностойкая сталь<br> Полировка: Снаружи: 100 % зеркало. Внутри: 100% зеркало<br> Крышка: жаропрочное стекло с отверстием для выхода пара<br>Ручка: коррозионностойкая сталь, клепочное крепление<br> Дно: капсульное<br> Толщина стенок: 0,5 мм<br> Уход: мыть вручную, посудомоечная машина<br> Совместимость: индукционные, электрические, стеклокерамические, газовые плиты; посудомоечная машина<br> Кастрюля Lessner 55853-20 изготовлена из коррозионностойкой стали, главными характеристиками этой стали, считается стойкость к различным кислотам в домашних условиях. Наружная и внутренняя зеркальная полировка без затруднений очищается от продуктов после готовки. Надёжное клёпочное крепление ручек, даёт возможность им не нагреваться вместе с корпусом кастрюли. Капсульное дно распределяет равномерно температуру по поверхности, при этом кастрюля быстро нагревается и сокращает время на приготовление пищи. При правильном пользовании, кастрюля Lessner 55853-20 на долгие годы сохраняет свой внешний вид.</p>";"Lessner";"data/yavshoke/454792343_w640_h640_cid435614_pid313248829-0bc7d82c.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=20см 3,6л 55856-20 Lessner";998;"55856-20";"55856-20- yavshoke";305;"<p>объем: 3,6 л;<br> диаметр: 20 см;<br> материал: нержавеющая сталь;<br> толщина стенок: 0,5 мм;<br> капсульное дно;<br> крышка из жаропрочного стекла с выходом для пара<br> Полировка: Снаружи: 30% зеркало, 70% сатин. Внутри: 100% зеркало<br>Ручка: коррозионностойкая сталь, клепочное крепление<br> Кастрюля Lessner 55856-20 изготовлен из коррозионностойкой стали, данный сплав имеет прочную текстуру и отличительной чертой считается стойкость к различным кислотам в домашних условиях. Наружная и внутренняя зеркальная полировка без затруднений очищается от продуктов после готовки. Надёжное клёпочное крепление ручек, даёт возможность им не нагреваться вместе с корпусом кастрюли. Капсульное дно распределяет равномерно температуру по поверхности, при этом быстро нагревается и сокращает время на приготовление пищи. При правильном пользовании, кастрюли Lessner 55856-20 на долгие годы сохраняют свой внешний вид.</p>";"Lessner";"data/yavshoke/454792417_w640_h640_cid435614_pid313248830-a9fec991.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=24см 7,0л 55855-24 Lessner";998;"55855-24";"55855-24- yavshoke";421;"<p>Материал: Коррозионностойкая сталь<br> Толщина стенок: 0,5мм<br> Дно: Капсульное<br>Ручки: Коррозионностойкая сталь, клепочное крепление<br> Крышка: Жаропрочное стекло с отверстием для выхода пара<br> Использование: Подходит для всех видов плит, включая индукционные</p>";"Lessner";"data/yavshoke/454792364_w640_h640_cid435614_pid313248834-0a0e030f.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D=24см 7,0л VC-3168-24 Vincent";998;"VC-3168-24";"VC-3168-24- yavshoke";364;"<p>Кастрюля с крышкой D=24см 7,0л<br> Материал: Коррозионностойкая сталь<br> Толщина стенок: 0,5мм<br> Дно: Капсульное<br>Ручки: Коррозионностойкая сталь, клепочное крепление<br> Крышка: Жаропрочное стекло с отверстием для выхода пара<br> Использование: Подходит для всех видов плит, включая индукционные</p>";"Vincent";"data/yavshoke/454792452_w640_h640_cid435614_pid313248835-41435a91.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
"Кастрюля D = 18 2,6л Vincent VC 3167 18";998;"VC-3167-18";"VC-3167-18- yavshoke";231;"
<ul>
<li>Диаметр кастрюли:    18 см</li> <li>Объем кастрюли:    2,6 л</li> <li>Материал корпуса:    коррозионностойкая сталь</li> <li>Толщина стенок:    0,5 мм</li> <li>Полировка:    внутренняя и наружная зеркальная полировка</li> <li>Материал ручек:    коррозионностойкая сталь</li> <li>Крепление ручек:    клепачное крепление</li> <li>Крышка:    жаропрочное стекло с пароотводом</li> <li>Тип дна:    капсульное</li> <li>Толщина дна:    5 мм</li> </ul> Совместимость:    индукционные, электрические, стеклокерамические, газовые плиты; посудомоечная машина<br> Производитель:    Англия<br> Кастрюля Vincent VC-3167-18 выполнена из высококачественной коррозионностойкой стали которая не подвергается коррозии и воздействию кислот. Ненагревающиеся ручки из нержавеющей стали, имеют надежное клепочное крепление. Крышка изготовлена из нержавеющей стали и термостойкого стекла с пароотводом. Толщина стенок составляет 0,5 мм, кастрюля имеет внутреннюю и наружную зеркальную полировку Может быть использована на индукционных плитах. Кастрюля легко чистится и сохраняет безупречный внешний вид на протяжении длительного периода времени.";"Vincent";"data/yavshoke/450235469_w640_h640_cid435614_pid263155802-b839be0e.jpg";"Кухня и столовая";"Кухонная посуда";"Кастрюли "
